VendorAddress,VendorID,VendorINN,VendorNm
"248000, г.Калуга, ул.Гагарина, 11",448,4029017195,"ООО ""Фимиам"""
"152919, г.Рыбинск, ул.Боткина, 23, кв.41",449,7610050929,"ООО ""Благомед"", Аптечный пункт ""Долголетие"" №3"
"г.Волгоград, ул.Еременко, 27",453,3443012297,"ГУП ""Волгофарм"""
"670045, г.Улан-Удэ, ул.Норильская, 12",455,0326040626,"ООО ""МедиКэр"""
"468320, г.Байконур, пр.Абая, 19/52",458,,"ООО ""Галий Фарм"""
,460,,"МУП ""Аптека №17"""
"г.Иркутск, ул.Розы Люксембург, 184",463,7724053916,"ЗАО ""Фирма ""Центр внедрения ""Протек"", филиал №27, г.Иркутск"
"629001, г.Салехард, ул.Мира, 39",465,8901017967,"ГУЗ ""Салехардская окружная клиническая больница"""
"358009, г.Элиста, ул.Пушкина, 52",469,081403189129,ИП Очирова Валентина Цедяевна
"г.Владивосток ул.Кипарисовая, 6, 111",475,2537077241,"ООО ""Кадыкчан"""
ул. Карла Маркса д. 29а,476,3810020427,"МУП ""Центральная районная аптека №80"""
г.Москва Газетный пер.17/9,478,7710149544,"ЗАО ""Сервье"""
"656058, г.Барнаул, пр-д Северный Власихинский, 60, кв.13",482,222200185921,ИП Козлова Ольга Васильевна
"308014, г.Белгород, ул.Чехова, 1, оф.5",483,3123055615,"ООО ""Декафарм"""
г.Екатеринбург,485,6664087480,"ООО ""Аптека плюс"""
"443022, г.Самара, Гаражный пр-д, 3",486,7724053916,"ЗАО ""Фирма ""Центр внедрения ""Протек"", филиал №12, г.Самара"
"620014, г.Екатеинбург, ул Малышева, 28",488,6661077998,"ООО ""Научно-производственная предприятие ""Волтарс"""
"г.Хабаровск, ул.Ленинградская, 28",493,2724102025,"ООО ""Мелодия здоровья"""
"644007, г.Омск, ул.Чернышевского, 7",494,7724053916,"ЗАО ""Фирма ""Центр внедрения ""Протек"", филиал №22, г.Омск"
,496,,"ООО ""Мадфармаснаб"""
"г.Заречный, ул.Мира, 37",498,6639015160,"ООО ""Фармацевтическая компания ""Лига 7"""
"143960, г.Реутов, ул.Фабричная, 12",500,5012047482,"ООО ""Соцфарма"""
"150066, г.Ярославль, ул.1-я Путевая, 7",501,7607000149,"ГУП ЯО ""Областная Фармация"""
,502,1833000350,"ГУП УР ""Фармация"", Аптека №4"
"664020, г.Иркутск, ул.Новаторов, 3А",503,,"ООО ""Биотэк-Иркутск"""
"429960, г.Новочебоксарск, ул.Воинов Интернационалистов, 25",508,2124003375,"МУП ""Аптека №97"""
"690003, г.Владивосток, ул.Станюковича, 1, оф.307",511,2540117230,"ООО ""011"""
,514,7607000149,"ГУП ""Областная Фармация"", Центральная районная аптека Гаврилов-Ямского района"
,519,,"ООО ""Хэлк"""
,520,,"МУП ""Фармация"", Аптека №80"
"620085, г.Екатеринбург, ул.Селькоровская, 8",527,6674200840,"ООО ""Глория XXl век"""
"630055, г. Новосибирск, ул. Мусы Джалиля, д.3/1",528,5408152658,"ООО ""Сибмединфо"""
"650000, г. Кемерово, пр. Кузнецкий, 17",530,4205082474,"ООО ""СанЭпидСервис"""
"656037, г.Барнаул, ул.Бриллиантовая, 2",534,2224123186,"ООО ""Алтайфарма"""
"308002, г.Белгород, пр-т Богдана Хмельницкого, 131, оф.303",536,3123076816,"ЗАО ""Лекомед"""
"385020, г.Майкоп, ул. Заводская, 3",538,0105018943,"МУП ""Аптека №9"""
,539,6319137106,"ООО ""Биомед-Саратов"""
,541,,"ООО ""Фармимпэкс"""
"460004, г.Оренбург, ул.Юркина, 9 корп.А",542,5611051417,"ООО ""Рифарм-Оренбург"""
"305004, г.Курск, ул.Гоголя, 1/90",552,462901745241,ИП Тюпин Роман Николаевич
"127055, г.Москва, ул.Лесная, 59, стр.3",557,7706168336,"ООО ""АБОЛмед"""
"г.Краснодар, ул.Комунаров, 276",558,7724053916,"ЗАО ""Фирма ""Центр внедрения ""Протек"", филиал №30, г.Краснодар"
"г.Ижевск, ул.Орджоникидзе, корп.38",560,1835038768,"ООО ""Фармацевтическая компания ""Елена-Фарм"""
,563,,"ФГУ ""3189 МС МВО"" Минобороны России"
"г.Сыктывкар, ул.Октябрьский пр-т, 131, 6",564,1101123378,"ООО ""Фармацевтическая компания ""Медиком"""
"655017, г.Абакан, пр-т Ленина, 70",568,1901011680,"МП ""Аптека №24"""
"440062, г.Пенза, пр-т Победы, 130",574,5835044046,"ООО ""Аптека для всей семьи"""
"644043, г.Омск, ул.Волочаевская, 15",577,5503202845,"ООО ""Фармацевтическая компания ""Дельта-плюс"""
,583,,"ОУ ""НПЦ ""Биоген"""
"г.Архангельск, ш.Талажское, 22, 163071, г.Архангельск, ул.Тимме, 23",585,2901072170,"ООО ""МК ""Компани"""
"357351, Предгорный р-н, станица Ессентукская, ул.Московская, 39А",586,2618010774,"ГУП СК ""Центральная районная аптека №271"""
,589,,"ООО ""Пальм Фарма"""
"690000, г.Владивосток, ул.Светланская, 69",591,2536121610,"КГУП ""Приморская краевая аптека"""
"450027, г.Уфа, ул.Индустриальное шоссе, 112/1, оф.302",593,0275057996,"ООО ""Рифарм-Уфа"""
"400078, г.Волгоград, ул.Возрождения, 14",595,3445060948,"ООО ""Регион-Сервис"""
г.Великие Луки,600,,"ООО ""Велмех"""
"305018, г.Курск, пр-т Кулакова, 146 Д",601,7724053916,"ЗАО ""Фирма ""Центр внедрения ""Протек"", филиал №42, г.Курск"
"г.Ставрополь, ул.Кулакова, 55",602,2636015253,"ГУП СК ""Ставропольфармация"""
"г.Махачкала, ул.Энгельса, 37, корп.Б",607,0541024986,"ООО ""ДагФарм"""
,608,,"ГП ""Аптечная база"""
"664040, г.Иркутск, ул.Тухачевского, 3",610,3810040374,"ОАО ""Иркутская областная оптово-снабженческая аптечная база"""
"153003, г.Иваново, ул.Парижской Коммуны, 5А",613,3731021499,"ГУЗ ""Ивановская областная станция переливания крови"""
"162602, г.Череповец, ул.Дзержинского, 17",618,3528053180,"ООО ""Шексна-Фарма"""
,623,,М.Дж.Биофарм. Пвт.Лтд
"344065, г.Ростов-на-Дону, ул.Орская, 25",627,6155924091,"ООО ""Биотэк-Дон"""
"644012, г.Омск, ул.СибНИИСХоз, 3, кв.37",630,550200239521,ИП Подгурский Виктор Александрович
"363240, г.Алагир, ул.Коста Хетагурова, 114",631,1514004439,"ООО ""Генка"""
"115230 Москва , Каширское шоссе , д.13, кор.2",633,7728167689,"ООО ""Фармконсалт"""
,635,,"МП ""Фармация"", Аптека №78"
"427000, Завьяловский р-н, с.Завьялово, ул.Чкалова, 38",643,1808203500,"ООО ""УФО ""Тазалык"""
"г.Воронеж, ул.Комиссаржевской, 10, корп.А",645,3666096195,"ООО ""Норман Плюс"""
"612543, г.Москва, ул.Михайловская, 63Б, стр.2, г.Лобня, Букинское ш., 39, стр.А1",646,7714536551,"ООО ""Шаран Фарма"""
"443092, г.Самара, ул.Металлистов, 5",648,6319139689,"ООО ""Алта-Фарма"""
,652,,"МУП ""Торбеевская аптека №89"""
"г.Барнаул, ул.Силикатная, 16А",653,2221042429,"ООО ""Прагмафарм"""
"614068, г.Пермь, ул.Ленина, 84, кв.11",658,5903031337,"ООО ""Медиас"""
"644099, г.Омск, ул.Фрунзе, 40, 644070, г.Омск, ул.Шебалдина, 60",659,7728056192,"ЗАО ""Шрея Корпорейшнл"""
"413121, г. Энгельс, пр. Строителей, 19",662,6449965326,"ООО ""Фармацевтическо-консультативный центр"""
"403840, г.Петров Вал, ул.Ленина, 66А",664,3443068194,"ООО ""Медика Плюс"""
"г.Астрахань, ул.Немова, 32",665,3017053567,"ООО ""Мед Плюс"""
"410600, г.Саратов, ул.Кутякова, 113",666,6452035708,"ООО ""Международная компания ""Гимэкс Лтд"""
"355000, г.Ставрополь, Старомарьевское ш., 31",673,2634032133,"ООО ""Медчеста"""
"634028, г.Томск, ул.Карпова, 23/1, Томский р-н, пос.Кисловка, ул.Мира, 4-57",676,7014001448,"ООО ""Наука, Техника, Медицина"""
"117333, г.Москва, ул.Фотиевой, 6, стр.1",678,7736220030,"ООО ""Рифарм"""
"430030, г.Саранск, ул.Васенко, 15А",683,1325030352,"ОАО ""Биохимик"""
"367000, г.Махачкала, ул.Генерала Далгата, 15, кв. 41",687,0562067130,"ООО ""Аптека ""МФС"""
